timestamp, memory.used [MiB], memory.total [MiB], utilization.gpu [%], temperature.gpu, power.draw [W]
2026/05/11 21:25:00.497, 146 MiB, 16303 MiB, 0 %, 44, 6.27 W
2026/05/11 21:25:05.507, 146 MiB, 16303 MiB, 0 %, 44, 6.29 W
2026/05/11 21:25:10.510, 146 MiB, 16303 MiB, 0 %, 44, 6.16 W
2026/05/11 21:25:15.511, 146 MiB, 16303 MiB, 0 %, 43, 6.24 W
2026/05/11 21:25:20.512, 146 MiB, 16303 MiB, 0 %, 43, 6.23 W
2026/05/11 21:25:25.513, 146 MiB, 16303 MiB, 0 %, 43, 6.23 W
2026/05/11 21:25:30.513, 146 MiB, 16303 MiB, 48 %, 43, 18.46 W
2026/05/11 21:25:35.514, 146 MiB, 16303 MiB, 0 %, 44, 22.70 W
2026/05/11 21:25:40.515, 146 MiB, 16303 MiB, 0 %, 44, 22.64 W
2026/05/11 21:25:45.516, 146 MiB, 16303 MiB, 0 %, 43, 6.24 W
2026/05/11 21:25:50.517, 146 MiB, 16303 MiB, 0 %, 43, 6.20 W
2026/05/11 21:25:55.518, 146 MiB, 16303 MiB, 7 %, 43, 24.97 W
2026/05/11 21:26:00.519, 146 MiB, 16303 MiB, 0 %, 43, 7.36 W
2026/05/11 21:26:05.521, 146 MiB, 16303 MiB, 50 %, 43, 19.49 W
2026/05/11 21:26:10.523, 146 MiB, 16303 MiB, 0 %, 43, 22.39 W
2026/05/11 21:26:15.524, 146 MiB, 16303 MiB, 0 %, 43, 6.21 W
2026/05/11 21:26:20.525, 146 MiB, 16303 MiB, 0 %, 43, 6.20 W
2026/05/11 21:26:25.527, 146 MiB, 16303 MiB, 0 %, 42, 6.16 W
2026/05/11 21:26:30.527, 146 MiB, 16303 MiB, 0 %, 42, 6.21 W
2026/05/11 21:26:35.529, 146 MiB, 16303 MiB, 0 %, 42, 6.13 W
2026/05/11 21:26:40.530, 146 MiB, 16303 MiB, 0 %, 42, 6.12 W
2026/05/11 21:26:45.530, 146 MiB, 16303 MiB, 0 %, 42, 6.10 W
2026/05/11 21:26:50.530, 146 MiB, 16303 MiB, 0 %, 42, 6.09 W
2026/05/11 21:26:55.531, 146 MiB, 16303 MiB, 0 %, 41, 6.07 W
2026/05/11 21:27:00.532, 146 MiB, 16303 MiB, 0 %, 41, 6.07 W
2026/05/11 21:27:05.532, 146 MiB, 16303 MiB, 9 %, 41, 8.97 W
2026/05/11 21:27:10.533, 146 MiB, 16303 MiB, 0 %, 41, 6.36 W
2026/05/11 21:27:15.533, 146 MiB, 16303 MiB, 0 %, 41, 6.19 W
2026/05/11 21:27:20.534, 146 MiB, 16303 MiB, 0 %, 41, 6.19 W
2026/05/11 21:27:25.535, 146 MiB, 16303 MiB, 0 %, 41, 6.20 W
2026/05/11 21:27:30.536, 146 MiB, 16303 MiB, 0 %, 41, 6.19 W
2026/05/11 21:27:35.537, 146 MiB, 16303 MiB, 0 %, 41, 6.19 W
2026/05/11 21:27:40.538, 146 MiB, 16303 MiB, 9 %, 41, 8.82 W
2026/05/11 21:27:45.539, 146 MiB, 16303 MiB, 0 %, 41, 8.45 W
2026/05/11 21:27:50.540, 146 MiB, 16303 MiB, 9 %, 41, 8.62 W
2026/05/11 21:27:55.541, 146 MiB, 16303 MiB, 0 %, 40, 8.19 W
2026/05/11 21:28:00.541, 146 MiB, 16303 MiB, 9 %, 41, 8.91 W
2026/05/11 21:28:05.542, 146 MiB, 16303 MiB, 9 %, 41, 8.73 W
2026/05/11 21:28:10.551, 146 MiB, 16303 MiB, 0 %, 40, 8.38 W
2026/05/11 21:28:15.552, 146 MiB, 16303 MiB, 0 %, 40, 6.18 W
2026/05/11 21:28:20.553, 146 MiB, 16303 MiB, 0 %, 40, 6.06 W
2026/05/11 21:28:25.554, 146 MiB, 16303 MiB, 0 %, 40, 8.38 W
2026/05/11 21:28:30.555, 146 MiB, 16303 MiB, 10 %, 40, 8.89 W
2026/05/11 21:28:35.555, 146 MiB, 16303 MiB, 10 %, 40, 8.40 W
2026/05/11 21:28:40.556, 146 MiB, 16303 MiB, 10 %, 41, 21.39 W
2026/05/11 21:28:45.557, 146 MiB, 16303 MiB, 0 %, 41, 8.11 W
2026/05/11 21:28:50.558, 146 MiB, 16303 MiB, 10 %, 41, 8.48 W
2026/05/11 21:28:55.559, 146 MiB, 16303 MiB, 31 %, 41, 24.66 W
2026/05/11 21:29:00.559, 146 MiB, 16303 MiB, 33 %, 42, 25.75 W
2026/05/11 21:29:05.560, 146 MiB, 16303 MiB, 9 %, 41, 15.88 W
2026/05/11 21:29:10.561, 146 MiB, 16303 MiB, 9 %, 41, 18.15 W
2026/05/11 21:29:15.561, 146 MiB, 16303 MiB, 14 %, 42, 22.44 W
2026/05/11 21:29:20.562, 146 MiB, 16303 MiB, 0 %, 42, 8.05 W
2026/05/11 21:29:25.562, 146 MiB, 16303 MiB, 76 %, 42, 25.21 W
2026/05/11 21:29:30.563, 146 MiB, 16303 MiB, 14 %, 42, 21.89 W
2026/05/11 21:29:35.563, 146 MiB, 16303 MiB, 0 %, 42, 8.23 W
2026/05/11 21:29:40.564, 146 MiB, 16303 MiB, 9 %, 42, 8.31 W
2026/05/11 21:29:45.565, 146 MiB, 16303 MiB, 10 %, 42, 21.91 W
